metric,mean,std,min,median,max
bootstrap,49.5,29.011491975882016,0.0,49.5,99.0
mae,44.796289001123505,1.6522657433331356,41.35517150845696,44.629535424976794,48.8322608710238
rmse,57.3952742593373,1.5224598941794973,53.4160553779445,57.33041744505711,61.08190324146983
r2,0.6931110910425776,0.015739415714579146,0.6580105364830431,0.6936096742514584,0.7331888751039802
pearson,0.8332848286172893,0.009162362815653045,0.8127021778696114,0.833613657409985,0.8563615249687617
spearman,0.8159453365969017,0.013554676050139915,0.7770852319637771,0.8168639144390686,0.8475383450996421
nlpd_observed,6.3076424461313465,0.008264012151353532,6.287211073326308,6.3078743381057025,6.326732526867765
