model,mae,rmse,r2,pearson,spearman
random_forest_onehot_fixed,47.796376878157155,62.63659325076609,0.6340872931641981,0.7963880194700508,0.7178373853306339
knn_descriptor,58.83634775260818,72.58356628737954,0.5086422173424168,0.7136476290913113,0.7343651534221491
ridge_onehot,69.56765464192866,82.11931273788801,0.37105619203876417,0.6109059951425497,0.6906646140615329
train_mean,84.48389355742297,106.59295708035756,-0.059688581314879086,-0.9999999999999999,-0.9999299695366626
