sigma_three,mae,rmse,r2,pearson,spearman,nlpd_observed
0.0,44.09757003923174,56.782335445744344,0.6992900934756237,0.8368118705037095,0.8212059688182451,6.306010367520209
0.5,44.661423498562456,57.28853655317893,0.6939046795866646,0.8335584300473383,0.8212059688182451,6.342635382464536
1.0,45.686089346106606,58.28985547879687,0.6831109804977038,0.8268867698601077,0.8112612947970794,6.426844340674521
2.0,47.642994699689076,60.420960775464465,0.6595161732772179,0.8121637129240146,0.7973947774999609,6.630638408166083
