uncertainty,mae,rmse,r2,pearson,spearman,nlpd_observed
uncalibrated,45.71810989847999,60.298183986637305,0.660898509390595,0.8134061078499685,0.8045381348954461,5.590931915662964
sigma_scaled,45.71810989847999,60.298183986637305,0.660898509390595,0.8134061078499685,0.8045381348954461,5.58083542568046
