mean_kernel_similarity,log_determinant,isometry_score,shortlist_size,n_selected,mean_predicted_activity,min_predicted_activity,max_predicted_activity,mean_activity_retention_vs_top_k,mean_activity_rank,worst_activity_rank,dpp_seed
0.42963440457266594,-15.600323367537223,0.3994502387156735,20,17,284.3266451184381,266.34601678440976,305.9521214550477,0.9840209226265493,11.058823529411764,20,20260843
0.38148028822602564,-14.726016676843775,0.42053133870345016,25,17,279.38423948217826,257.57925586552295,307.3581840687969,0.9669158407157029,13.470588235294118,25,20260848
0.33830939983759406,-12.404816961188626,0.4820559391373285,30,17,277.85239501395495,247.76758098558312,307.3581840687969,0.9616143080144199,14.529411764705882,30,20260853
