n_valid_deduplicated_candidates,n_candidate_pool,n_exploitation_front,n_exploration_front,n_balanced_front,n_generated_requested,n_generated_selected,n_controls,n_total_panel,gp_descriptor_set,gp_model_family,gp_pca_components
160,160,6,37,15,17,17,3,20,physical,epistatic,
